,Acceleration,Agility,Awareness,Ball Carrier Vision,Block Shedding,Carrying,Catch In Traffic,Catching,Elusiveness,Finesse Moves,Hit Power,Impact Blocking,Injury,Juke Move,Jumping,Man Coverage,Name,Overall Rating,Pass Block,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Route Running,Run Block,Spectacular Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw on the Run,Toughness,Trucking,Zone Coverage,Wt,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd
3665,92,93,61,85,39,63,72,81,82,10,12,30,95,87,82,13,Darius Johnson,65,36,5,20,WR,10,18,35,45,64,59,83,87,83,91,28,35,31,Falcons,5,10,15,35,10,77,29,25,179.0,32.0,6.0,109.0,121.61290322580645,4.53,4.6
3676,88,89,85,75,45,65,73,86,77,10,15,52,82,78,90,14,Brandon Lloyd,78,20,5,24,WR,10,15,29,68,81,44,95,87,87,86,25,46,25,49ers,5,10,15,27,10,65,40,29,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3677,84,86,64,73,35,69,74,72,65,10,15,59,87,74,97,11,Jonathan Baldwin,69,44,5,17,WR,10,15,40,82,59,50,85,91,75,86,76,74,32,49ers,5,10,15,40,10,90,72,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3678,83,82,81,65,64,72,72,69,45,10,12,66,93,66,87,19,Kassim Osgood,67,45,5,24,WR,10,10,80,82,65,52,65,81,55,92,75,73,67,49ers,5,10,15,24,10,85,72,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3691,89,90,77,85,35,69,73,79,95,10,12,34,73,94,92,15,Mario Manningham,77,25,5,20,WR,10,18,45,67,76,48,93,92,87,87,45,47,25,Giants,5,10,15,35,10,76,50,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3692,94,95,73,85,35,67,84,81,92,10,15,32,89,92,83,18,Jerrel Jernigan,74,25,22,25,WR,10,15,59,64,66,60,77,91,83,94,47,38,24,Giants,35,40,44,54,57,67,42,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3693,97,95,69,94,35,67,63,70,95,10,12,22,78,95,88,11,Trindon Holliday,67,20,15,25,WR,10,10,29,40,64,49,71,98,88,87,24,34,15,Giants,20,30,35,15,15,40,35,20,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3701,90,88,64,68,50,66,72,75,80,10,12,40,88,82,92,11,Kerry Taylor,66,30,10,20,WR,10,18,45,55,69,41,75,87,76,84,35,51,25,Jaguars,10,10,10,49,10,65,42,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3716,86,84,75,71,52,72,87,83,55,10,20,54,81,74,88,14,David Nelson,76,42,10,27,WR,10,22,40,86,77,58,77,84,70,88,66,69,34,Jets,20,25,30,39,20,76,62,16,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3732,82,81,71,71,35,70,83,83,63,10,20,56,78,74,84,14,Kris Durham,71,48,10,27,WR,10,20,45,71,69,37,76,87,72,84,67,72,27,Lions,20,25,30,19,20,85,68,16,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3733,91,88,70,74,40,73,73,74,75,10,12,25,93,83,89,13,Kevin Ogletree,70,19,5,27,WR,10,10,18,63,69,45,77,93,85,85,45,51,28,Lions,5,10,15,29,10,70,48,21,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3734,93,88,62,75,35,66,69,75,83,10,15,31,76,84,82,18,Pat Edwards,63,32,5,25,WR,10,25,32,48,67,48,65,87,76,92,29,35,25,Lions,5,10,15,25,10,76,30,24,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3739,90,87,50,76,36,66,74,72,67,10,15,49,92,82,91,15,Kevin Dorsey,63,42,5,22,WR,10,15,15,75,52,43,73,90,80,84,45,63,39,Packers,5,10,15,35,10,71,49,14,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3752,93,91,74,77,45,66,77,76,82,10,20,45,88,74,91,11,Tiquan Underwood,73,34,5,25,WR,10,35,46,66,74,43,81,94,72,85,30,38,37,Panthers,5,10,15,22,10,70,22,30,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3753,87,89,67,83,45,56,83,81,76,10,20,50,84,74,78,11,Kealoha Pilares,68,34,5,25,WR,10,35,35,51,65,45,72,91,84,88,72,61,32,Panthers,5,10,15,31,10,72,67,35,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3754,83,81,45,69,45,72,84,73,60,10,15,63,88,69,89,18,Marvin McNutt,64,55,30,22,WR,10,15,61,82,65,50,73,85,71,86,55,68,33,Panthers,43,49,54,69,61,72,57,18,216.0,37.0,14.181818181818182,122.0,7.15,4.07,4.48
3755,91,88,49,64,49,68,69,71,60,10,12,58,91,74,88,15,Toney Clemons,61,45,5,25,WR,10,10,20,73,51,49,79,93,70,86,54,46,36,Panthers,5,10,15,39,10,75,62,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3765,88,90,52,77,35,63,75,74,84,10,15,38,87,85,91,18,Jeremy Gallon,62,35,5,25,WR,10,25,32,47,65,39,63,91,75,87,25,52,25,Patriots,5,10,15,25,10,87,28,24,185.0,35.25526315789474,15.0,121.61290322580645,121.61290322580645,4.206999999999997,4.49
3782,86,86,87,75,40,73,94,87,40,10,15,54,87,76,86,12,James Jones,84,30,5,18,WR,10,15,46,97,87,48,87,85,71,87,62,71,30,Raiders,5,10,15,30,10,78,66,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3783,88,89,50,76,53,69,79,75,75,32,35,49,91,82,81,32,Greg Jenkins,62,42,35,35,WR,30,44,30,67,49,53,76,83,81,89,56,63,39,Raiders,49,54,52,73,45,76,61,40,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3793,93,88,49,78,36,65,66,73,82,10,12,39,89,84,98,15,Justin Veltung,58,25,28,26,WR,10,10,35,44,49,44,68,91,78,88,38,39,25,Rams,30,35,35,45,40,65,44,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3803,89,91,95,90,35,64,91,88,88,10,15,45,88,93,88,18,Steve Smith,87,35,5,25,WR,10,15,59,74,85,60,87,88,89,95,84,66,34,Ravens,5,10,15,17,10,99,66,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3804,88,87,60,67,53,68,71,73,63,32,35,35,88,74,87,32,LaQuan Williams,64,42,15,35,WR,30,42,30,67,64,45,75,87,76,91,40,52,45,Ravens,10,10,15,35,15,70,33,43,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3818,91,90,90,88,35,59,67,82,87,10,15,35,79,92,87,15,Santana Moss,76,25,5,15,WR,10,15,39,51,80,61,84,92,87,92,30,41,15,Redskins,5,10,15,17,10,70,44,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3830,87,86,76,85,47,66,74,77,64,10,15,49,90,86,88,18,Robert Meachem,76,37,5,22,WR,10,15,53,83,72,62,88,92,75,77,75,69,30,Saints,5,10,15,24,10,83,74,18,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3831,87,86,64,74,52,65,77,78,75,10,15,30,89,77,75,10,Andy Tanner,62,19,5,19,WR,10,15,32,43,66,44,69,84,72,87,33,48,24,Saints,5,10,15,33,10,77,34,16,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3834,85,87,83,80,40,70,84,87,78,10,15,54,68,86,95,19,Sidney Rice,82,30,5,18,WR,10,15,45,88,70,57,94,86,82,87,69,69,30,Seahawks,5,10,15,65,10,75,68,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3835,93,86,53,53,37,64,74,73,55,10,12,40,87,75,91,11,Taylor Price,64,20,5,20,WR,10,10,21,65,66,35,69,95,74,84,45,54,15,Seahawks,5,10,15,29,10,65,49,26,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3836,85,91,50,67,45,74,75,69,54,10,12,46,87,65,93,11,Phil Bates,61,40,10,20,WR,10,18,35,73,55,48,63,90,70,84,49,63,39,Seahawks,10,10,10,71,10,72,60,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3854,89,88,55,80,35,66,81,78,61,10,15,43,87,82,88,26,Danny Coale,63,35,5,23,WR,10,15,29,45,55,34,84,94,69,92,39,45,33,Steelers,5,10,15,25,10,85,54,21,201.0,35.0,12.0,115.0,6.69,4.15,4.42
3855,81,83,59,69,49,71,76,76,51,10,12,49,90,72,84,15,Derek Moye,62,45,5,26,WR,10,10,35,64,53,54,82,91,67,88,54,51,34,Steelers,5,10,15,21,10,78,61,26,209.0,33.5,10.0,115.0,121.61290322580645,4.23,4.46
3856,95,88,40,73,20,67,74,65,85,10,12,35,85,89,97,12,Kashif Moore,57,29,5,20,WR,10,18,35,47,45,33,63,95,85,93,40,60,25,Steelers,5,10,15,31,10,65,35,25,180.0,43.5,19.0,126.0,6.82,4.05,4.36
3886,87,81,72,78,49,69,81,79,85,10,15,45,92,74,82,15,Derek Hagan,71,18,5,18,WR,10,15,33,75,72,53,66,82,72,79,45,64,30,Titans,5,10,15,30,10,82,60,25,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3887,85,84,64,69,35,70,70,79,77,10,12,54,88,84,85,16,Brian Robiskie,66,45,10,13,WR,10,10,30,65,60,52,85,88,74,89,60,61,55,Titans,20,25,30,15,20,85,46,22,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
3902,87,85,65,64,40,69,76,75,55,10,12,46,93,72,87,10,Lestar Jean,68,45,5,27,WR,10,10,37,75,65,38,90,88,70,88,48,65,33,Vikings,5,10,15,28,10,74,70,21,201.71162790697673,35.25526315789474,14.181818181818182,121.61290322580645,121.61290322580645,4.206999999999997,4.495333333333335
14,86,76,78,79,51,75,75,81,54,33,55,66,84,68,84,24,Vance McDonald,77,64,22,32,TE,40,25,55,69,72,55,82,83,72,91,69,83,42,49ers,32,33,35,35,35,73,77,34,267.0,33.5,31.0,119.0,7.08,4.53,4.69
31,88,76,57,73,31,76,74,75,59,18,38,72,88,70,91,15,George Kittle,72,63,10,35,TE,20,20,36,63,62,71,79,87,58,85,54,71,34,49ers,10,15,20,30,10,80,71,24,247.0,35.0,18.0,132.0,117.94117647058823,4.377118644067797,4.52
44,85,76,75,57,50,72,74,78,64,10,25,68,80,68,83,15,Garrett Celek,70,57,6,21,TE,10,25,39,69,62,55,72,80,72,84,63,73,35,49ers,6,10,15,30,10,76,64,22,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
47,81,71,75,58,41,68,69,69,42,10,25,66,89,65,67,18,Logan Paulsen,70,62,6,14,TE,10,25,42,66,60,78,70,73,62,87,67,76,39,49ers,6,10,15,25,10,82,64,29,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
58,84,73,50,78,28,74,77,83,63,10,27,62,91,64,83,14,Cole Hikutini,67,59,6,17,TE,10,24,34,62,64,62,79,77,55,85,68,71,31,49ers,6,10,15,23,10,82,47,17,247.0,33.24285714285714,20.0,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
61,83,82,38,82,41,81,71,73,55,10,12,61,77,63,82,15,Blake Bell,65,73,54,15,TE,10,10,40,69,45,77,74,79,68,83,75,70,35,49ers,62,64,67,79,55,78,84,25,252.0,33.0,14.0,116.0,6.85,4.32,4.8
73,85,70,66,15,40,70,40,60,11,10,55,66,92,10,66,22,Kyle Nelson,44,62,10,13,TE,10,10,19,42,45,51,45,82,10,77,15,68,45,49ers,10,10,10,10,10,75,19,19,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
76,89,81,82,76,40,74,79,93,71,10,15,55,82,77,84,15,Zach Miller,86,71,44,20,TE,10,15,40,76,79,78,78,85,75,78,55,71,25,Bears,57,61,63,70,72,77,65,20,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
93,88,75,77,75,45,75,82,83,49,10,30,80,79,66,87,12,Dion Sims,78,55,10,10,TE,10,25,35,73,68,59,81,80,72,86,69,76,44,Bears,10,10,10,35,10,74,81,18,262.0,35.0,22.0,112.0,7.36,4.52,4.75
102,84,78,60,79,31,74,77,82,73,10,37,70,88,75,79,14,Adam Shaheen,75,71,6,14,TE,10,25,37,60,67,68,75,81,63,86,76,76,32,Bears,6,10,15,25,10,81,75,24,278.0,32.5,24.0,121.0,7.09,4.38,4.79
123,88,77,61,68,40,72,78,81,60,10,12,61,84,73,88,15,MyCole Pruitt,71,66,6,20,TE,10,18,45,79,64,57,82,86,74,78,58,69,40,Bears,6,10,15,35,10,65,62,20,251.0,38.0,17.0,118.0,7.25,4.37,4.58
149,79,71,62,25,48,65,44,57,28,10,60,73,90,30,77,25,Patrick Scales,41,69,6,40,TE,10,15,44,12,43,45,40,67,25,81,45,69,56,Bears,6,6,6,38,6,75,34,24,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
152,87,85,88,85,50,79,88,89,57,30,25,65,80,70,91,11,Tyler Eifert,91,63,6,22,TE,20,25,39,84,85,75,89,84,65,95,68,71,35,Bengals,6,10,15,40,10,83,75,27,250.0,35.5,22.0,119.0,6.92,4.32,4.68
189,87,80,59,71,42,65,80,80,65,30,25,63,85,70,84,10,Tyler Kroft,69,60,6,22,TE,20,25,35,86,70,55,68,81,65,84,57,69,35,Bengals,6,10,15,40,10,62,63,25,246.0,33.24285714285714,17.0,117.94117647058823,117.94117647058823,4.377118644067797,4.75
192,90,79,64,64,49,73,76,77,63,10,12,76,88,70,81,15,C.J. Uzomah,69,58,35,16,TE,10,10,47,66,59,56,72,85,65,84,66,71,54,Bengals,34,35,45,49,40,82,69,15,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
197,89,77,52,75,36,76,75,80,48,10,39,66,86,64,83,18,Mason Schreck,68,60,6,23,TE,10,20,42,61,54,67,78,80,52,83,68,70,40,Bengals,6,10,15,35,10,79,77,25,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
198,88,74,46,68,38,73,67,72,52,17,39,71,85,62,79,14,Cethan Carter,67,68,5,22,TE,17,17,43,60,59,74,70,83,52,83,67,75,35,Bengals,5,10,15,30,10,73,76,21,241.0,33.24285714285714,19.0,117.94117647058823,117.94117647058823,4.377118644067797,4.68
223,79,69,68,39,44,65,66,67,25,10,12,63,88,45,70,25,Clark Harris,56,62,6,40,TE,10,35,10,33,64,53,60,74,35,80,40,74,39,Bengals,6,6,6,35,6,81,46,35,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
227,90,81,77,82,45,81,83,86,69,25,30,62,97,80,70,15,Charles Clay,86,70,6,15,TE,25,10,55,60,78,79,82,83,74,91,74,74,40,Bills,6,6,6,35,6,84,80,20,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
246,79,73,68,72,35,72,78,84,35,20,20,65,88,56,78,10,Nick O'Leary,76,54,6,15,TE,30,10,45,74,65,84,70,75,45,85,71,73,44,Bills,6,10,15,30,10,92,75,15,252.0,30.5,21.0,110.0,7.4,4.5,4.93
272,85,76,51,60,36,68,76,73,63,20,32,73,86,59,89,12,Keith Towbridge,68,63,6,13,TE,20,20,38,64,61,65,73,82,55,83,68,76,34,Bills,6,10,15,31,10,85,76,15,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
277,86,78,48,64,41,66,75,75,72,10,35,66,82,73,82,13,Jason Croom,66,57,6,17,TE,10,10,37,68,60,62,82,83,66,85,63,72,37,Bills,6,10,15,25,10,83,68,22,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
291,85,82,42,75,42,65,68,72,71,10,25,60,84,78,86,15,Wes Saxton,62,61,10,15,TE,10,25,55,78,39,65,82,85,76,85,69,71,42,Bills,9,10,15,20,10,56,72,20,248.0,36.0,20.18918918918919,119.0,7.29,4.49,4.65
297,88,82,49,75,26,63,64,66,69,10,12,60,88,77,85,19,Logan Thomas,60,55,55,15,TE,10,10,35,49,52,61,69,84,78,87,69,74,39,Bills,68,70,74,93,77,94,71,25,248.0,35.5,20.18918918918919,118.0,7.05,4.18,4.61
312,89,82,71,75,48,72,78,77,79,10,25,73,88,78,87,11,Virgil Green,81,72,6,13,TE,10,25,49,61,68,79,74,86,76,84,64,72,40,Broncos,6,10,15,24,10,65,66,16,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
322,85,73,60,77,31,76,79,83,65,17,35,70,82,73,80,15,Jake Butt,74,61,12,22,TE,28,25,37,64,65,69,78,81,60,86,72,75,32,Broncos,14,17,23,28,24,84,71,20,246.0,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
325,87,74,63,74,45,74,76,79,52,30,25,74,84,65,84,11,Jeff Heuerman,74,68,6,22,TE,20,25,39,68,58,74,72,79,63,89,77,75,35,Broncos,6,10,15,40,10,83,69,25,254.0,33.24285714285714,26.0,117.94117647058823,117.94117647058823,4.377118644067797,4.81
328,86,83,55,76,50,75,82,80,55,20,45,63,82,64,83,12,A.J. Derby,73,62,46,15,TE,30,10,29,72,66,71,77,82,70,85,58,67,50,Broncos,47,48,53,63,54,85,71,15,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
362,82,75,42,66,37,70,68,72,45,20,15,69,85,60,80,12,Austin Traylor,63,63,6,25,TE,20,10,40,65,60,72,65,75,58,85,69,73,44,Broncos,6,10,15,32,10,85,70,14,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
368,84,63,60,15,44,64,43,61,11,16,59,68,91,10,70,22,Casey Kreiter,41,72,10,13,TE,24,10,41,42,48,47,45,71,10,85,15,68,49,Broncos,10,10,10,10,10,82,19,19,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
387,90,78,65,79,42,78,81,79,77,10,15,65,88,74,93,26,David Njoku,78,58,6,13,TE,10,10,37,72,74,67,82,85,73,89,80,72,36,Browns,6,10,15,13,10,78,75,23,246.0,37.5,21.0,133.0,6.97,4.34,4.64
417,90,86,56,72,33,74,66,77,53,20,15,60,88,70,92,12,Seth DeValve,68,66,6,15,TE,20,10,42,66,59,64,72,83,69,86,74,75,39,Browns,6,10,15,29,10,80,70,14,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
426,84,81,58,68,42,67,75,66,62,10,25,68,75,72,79,15,Randall Telfer,65,71,6,15,TE,10,25,40,80,50,57,79,78,70,83,64,72,40,Browns,6,10,15,33,10,82,67,13,250.0,33.24285714285714,20.0,117.94117647058823,117.94117647058823,4.377118644067797,4.83
440,83,77,65,25,42,65,52,57,28,10,58,73,90,30,79,25,Charley Hughlett,51,67,6,40,TE,10,15,44,12,38,69,48,71,25,74,45,75,54,Browns,6,6,6,44,6,75,34,24,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
449,86,75,86,71,51,76,83,88,58,10,20,64,91,70,81,12,Cameron Brate,83,69,6,15,TE,10,10,40,76,81,62,85,80,66,84,63,72,40,Buccaneers,6,10,15,20,10,75,63,13,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
451,90,82,69,79,34,77,79,82,71,20,30,73,96,72,74,15,O.J. Howard,82,71,6,20,TE,13,18,41,68,72,73,77,87,61,89,78,75,36,Buccaneers,9,15,18,30,10,96,77,20,251.0,30.0,22.0,121.0,6.85,4.16,4.51
491,88,74,72,75,50,73,73,73,44,30,25,72,83,64,80,11,Luke Stocker,68,58,6,22,TE,20,25,45,80,61,52,63,81,65,95,72,75,45,Buccaneers,6,10,15,42,10,90,76,27,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
529,88,81,81,84,55,69,80,85,69,10,12,55,84,81,87,15,Jermaine Gresham,77,54,6,16,TE,10,10,45,77,75,53,77,81,77,88,76,76,45,Cardinals,6,10,15,29,10,95,81,17,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
539,80,79,58,66,46,73,84,78,49,10,12,73,87,64,81,15,Troy Niklas,74,68,6,15,TE,10,10,45,85,63,71,65,77,63,92,65,82,35,Cardinals,6,10,15,19,10,75,74,29,270.0,32.0,27.0,114.0,7.57,4.55,4.84
569,86,83,57,65,35,68,75,76,59,10,15,63,83,71,89,11,Ifeanyi Momah,66,48,6,17,TE,10,15,40,85,46,63,74,83,72,85,68,75,40,Cardinals,6,10,15,40,10,78,68,22,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
574,88,79,48,76,30,75,73,76,57,10,29,53,85,76,70,24,Ricky Seals-Jones,64,55,6,17,TE,10,18,38,64,65,63,78,83,61,88,66,68,36,Cardinals,6,10,15,27,10,79,62,32,243.0,28.0,17.0,121.0,7.46,4.33,4.69
575,89,82,44,75,49,62,63,72,74,10,12,67,87,81,80,15,Gerald Christian,63,54,6,20,TE,10,18,45,81,46,67,82,80,76,84,55,80,40,Cardinals,6,10,15,35,10,70,57,20,244.0,33.24285714285714,28.0,117.94117647058823,7.62,4.7,4.87
580,87,72,51,55,58,60,62,71,45,10,20,60,85,60,80,19,Hakeem Valles,63,64,6,51,TE,10,10,35,64,60,73,64,83,58,88,58,71,48,Cardinals,6,10,15,20,10,78,65,18,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
589,84,65,67,39,58,50,45,55,35,35,52,68,92,35,73,30,Aaron Brewer,45,67,6,35,TE,50,25,60,12,47,53,40,72,40,84,55,68,55,Cardinals,6,6,6,14,6,69,50,35,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
593,83,80,90,85,53,76,83,89,69,10,12,63,78,78,89,10,Antonio Gates,87,56,6,21,TE,10,10,35,82,86,70,87,77,81,87,78,63,44,Chargers,6,10,15,25,10,85,75,24,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
599,89,80,80,76,46,75,81,86,53,17,27,71,89,68,82,14,Hunter Henry,82,72,6,22,TE,17,17,43,70,76,63,83,84,54,91,66,75,42,Chargers,6,10,15,28,10,93,74,21,250.0,33.24285714285714,13.0,117.94117647058823,117.94117647058823,4.377118644067797,4.79
620,89,72,82,59,58,72,70,73,43,10,20,60,88,65,70,19,Jeff Cumberland,72,64,6,17,TE,10,10,35,74,61,68,63,86,60,82,68,73,48,Chargers,6,10,15,20,10,74,66,18,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
635,82,75,59,68,40,71,71,66,44,20,25,72,91,64,82,12,Asante Cleveland,67,64,6,13,TE,20,25,39,79,50,74,65,75,66,82,68,75,34,Chargers,6,10,15,35,10,71,70,15,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
638,84,76,74,69,49,70,71,75,44,10,20,67,90,64,78,12,Sean McGrath,67,71,5,15,TE,10,10,35,66,59,55,74,77,60,83,62,68,40,Chargers,5,10,15,20,10,80,65,13,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
662,78,66,72,15,52,60,55,65,20,10,65,69,88,10,54,22,Mike Windt,47,65,10,13,TE,10,10,19,42,40,54,47,73,10,75,15,73,49,Chargers,10,10,10,10,10,80,10,19,251.78494623655914,33.24285714285714,20.18918918918919,117.94117647058823,117.94117647058823,4.377118644067797,4.741034482758619
